,rating,movieId,title,genres
128,3.0,130.0,Angela (1995),Drama
129,3.5,131.0,Frankie Starlight (1995),Drama|Romance
130,3.5,132.0,Jade (1995),Thriller
131,5.0,133.0,Nueba Yol (1995),Comedy|Drama
132,4.0,134.0,Sonic Outlaws (1995),Documentary
133,4.0,135.0,Down Periscope (1996),Comedy
134,3.0,136.0,From the Journals of Jean Seberg (1995),Documentary
135,3.5,137.0,Man of the Year (1995),Documentary
136,4.0,138.0,"Neon Bible, The (1995)",Drama
137,4.0,139.0,Target (1995),Action|Drama
138,3.5,140.0,Up Close and Personal (1996),Drama|Romance
139,4.0,141.0,"Birdcage, The (1996)",Comedy
140,4.0,142.0,Shadows (Cienie) (1988),Drama
141,3.5,143.0,Gospa (1995),Drama
142,5.0,144.0,"Brothers McMullen, The (1995)",Comedy
143,3.5,145.0,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
144,4.0,146.0,"Amazing Panda Adventure, The (1995)",Adventure|Children
145,3.5,147.0,"Basketball Diaries, The (1995)",Drama
146,4.0,148.0,"Awfully Big Adventure, An (1995)",Drama
147,3.5,149.0,Amateur (1994),Crime|Drama|Thriller
148,4.0,150.0,Apollo 13 (1995),Adventure|Drama|IMAX
149,4.0,151.0,Rob Roy (1995),Action|Drama|Romance|War
150,3.5,152.0,"Addiction, The (1995)",Drama|Horror
151,4.0,153.0,Batman Forever (1995),Action|Adventure|Comedy|Crime
152,3.5,154.0,Beauty of the Day (Belle de jour) (1967),Drama
153,3.5,155.0,Beyond Rangoon (1995),Adventure|Drama|War
154,3.0,156.0,Blue in the Face (1995),Comedy|Drama
155,3.5,157.0,Canadian Bacon (1995),Comedy|War
156,3.5,158.0,Casper (1995),Adventure|Children
157,4.0,159.0,Clockers (1995),Crime|Drama|Mystery
158,5.0,160.0,Congo (1995),Action|Adventure|Mystery|Sci-Fi
159,3.5,161.0,Crimson Tide (1995),Drama|Thriller|War
160,3.5,162.0,Crumb (1994),Documentary
161,3.5,163.0,Desperado (1995),Action|Romance|Western
162,4.0,164.0,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
163,4.0,165.0,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
164,3.5,166.0,"Doom Generation, The (1995)",Comedy|Crime|Drama
165,4.0,167.0,Feast of July (1995),Drama
166,3.0,168.0,First Knight (1995),Action|Drama|Romance
167,4.0,169.0,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama
168,4.0,170.0,Hackers (1995),Action|Adventure|Crime|Thriller
169,3.5,171.0,Jeffrey (1995),Comedy|Drama
170,5.0,172.0,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
171,4.5,173.0,Judge Dredd (1995),Action|Crime|Sci-Fi
172,3.5,174.0,Jury Duty (1995),Comedy
173,4.0,175.0,Kids (1995),Drama
174,4.0,176.0,Living in Oblivion (1995),Comedy
175,4.0,177.0,Lord of Illusions (1995),Horror
176,5.0,178.0,Love & Human Remains (1993),Comedy|Drama
177,5.0,179.0,Mad Love (1995),Drama|Romance
178,4.0,180.0,Mallrats (1995),Comedy|Romance
179,3.0,181.0,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
180,5.0,182.0,Moonlight and Valentino (1995),Drama|Romance
181,5.0,183.0,Mute Witness (1994),Comedy|Horror|Thriller
182,3.0,184.0,Nadja (1994),Drama
183,5.0,185.0,"Net, The (1995)",Action|Crime|Thriller
184,5.0,186.0,Nine Months (1995),Comedy|Romance
185,5.0,187.0,Party Girl (1995),Comedy
186,2.0,188.0,"Prophecy, The (1995)",Fantasy|Horror|Mystery
187,4.0,189.0,Reckless (1995),Comedy|Fantasy
188,5.0,190.0,Safe (1995),Thriller
189,3.0,191.0,"Scarlet Letter, The (1995)",Drama|Romance
190,5.0,192.0,"Show, The (1995)",Documentary
191,5.0,193.0,Showgirls (1995),Drama
192,5.0,194.0,Smoke (1995),Comedy|Drama
193,5.0,195.0,Something to Talk About (1995),Comedy|Drama|Romance
194,5.0,196.0,Species (1995),Horror|Sci-Fi
195,5.0,197.0,"Stars Fell on Henrietta, The (1995)",Drama
196,5.0,198.0,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
197,5.0,199.0,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
198,5.0,200.0,"Tie That Binds, The (1995)",Thriller
199,4.0,201.0,Three Wishes (1995),Drama|Fantasy
200,4.0,202.0,Total Eclipse (1995),Drama|Romance
201,5.0,203.0,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
202,3.0,204.0,Under Siege 2: Dark Territory (1995),Action
203,2.0,205.0,Unstrung Heroes (1995),Comedy|Drama
204,2.0,206.0,Unzipped (1995),Documentary
205,2.0,207.0,"Walk in the Clouds, A (1995)",Drama|Romance
206,2.0,208.0,Waterworld (1995),Action|Adventure|Sci-Fi
207,3.0,209.0,White Man's Burden (1995),Drama
208,5.0,210.0,Wild Bill (1995),Western
209,2.0,211.0,"Browning Version, The (1994)",Drama
210,2.0,212.0,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery
211,4.0,213.0,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
212,4.0,214.0,Before the Rain (Pred dozhdot) (1994),Drama|War
213,2.0,215.0,Before Sunrise (1995),Drama|Romance
214,3.0,216.0,Billy Madison (1995),Comedy
215,5.0,217.0,"Babysitter, The (1995)",Drama|Thriller
216,4.0,218.0,Boys on the Side (1995),Comedy|Drama
217,4.0,219.0,"Cure, The (1995)",Drama
218,3.0,220.0,Castle Freak (1995),Horror
219,4.0,222.0,Circle of Friends (1995),Drama|Romance
220,5.0,223.0,Clerks (1994),Comedy
221,5.0,224.0,Don Juan DeMarco (1995),Comedy|Drama|Romance
222,3.0,225.0,Disclosure (1994),Drama|Thriller
223,4.0,226.0,Dream Man (1995),Thriller
224,3.0,227.0,Drop Zone (1994),Action|Thriller
225,4.0,228.0,Destiny Turns on the Radio (1995),Comedy
226,4.0,229.0,Death and the Maiden (1994),Drama|Thriller
227,4.0,230.0,Dolores Claiborne (1995),Drama|Thriller
228,3.0,231.0,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
229,4.0,232.0,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
230,4.0,233.0,Exotica (1994),Drama
231,5.0,234.0,Exit to Eden (1994),Comedy
232,5.0,235.0,Ed Wood (1994),Comedy|Drama
233,5.0,236.0,French Kiss (1995),Action|Comedy|Romance
234,4.0,237.0,Forget Paris (1995),Comedy|Romance
235,5.0,238.0,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
236,4.0,239.0,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
237,3.0,240.0,Hideaway (1995),Thriller
238,4.0,241.0,Fluke (1995),Children|Drama
239,5.0,242.0,Farinelli: il castrato (1994),Drama|Musical
240,3.0,243.0,Gordy (1995),Children|Comedy|Fantasy
241,2.0,244.0,Gumby: The Movie (1995),Animation|Children
242,5.0,245.0,"Glass Shield, The (1994)",Crime|Drama
243,3.0,246.0,Hoop Dreams (1994),Documentary
244,5.0,247.0,Heavenly Creatures (1994),Crime|Drama
245,5.0,248.0,Houseguest (1994),Comedy
246,5.0,249.0,Immortal Beloved (1994),Drama|Romance
247,5.0,250.0,Heavyweights (Heavy Weights) (1995),Children|Comedy
248,5.0,251.0,"Hunted, The (1995)",Action
249,3.0,252.0,I.Q. (1994),Comedy|Romance
250,3.0,253.0,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
251,3.0,254.0,Jefferson in Paris (1995),Drama
252,5.0,255.0,"Jerky Boys, The (1995)",Comedy
253,5.0,256.0,Junior (1994),Comedy|Sci-Fi
254,5.0,257.0,Just Cause (1995),Mystery|Thriller
255,2.0,258.0,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
256,5.0,259.0,Kiss of Death (1995),Crime|Drama|Thriller
257,4.0,260.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
258,5.0,261.0,Little Women (1994),Drama
259,4.0,262.0,"Little Princess, A (1995)",Children|Drama
260,3.0,263.0,Ladybird Ladybird (1994),Drama
261,3.0,264.0,"Enfer, L' (1994)",Drama
262,4.0,265.0,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
263,5.0,266.0,Legends of the Fall (1994),Drama|Romance|War|Western
264,5.0,267.0,Major Payne (1995),Comedy
265,3.0,268.0,Little Odessa (1994),Crime|Drama
266,4.0,269.0,My Crazy Life (Mi vida loca) (1993),Drama
267,5.0,270.0,Love Affair (1994),Drama|Romance
268,5.0,271.0,Losing Isaiah (1995),Drama
269,3.0,272.0,"Madness of King George, The (1994)",Comedy|Drama
270,3.0,273.0,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
271,5.0,274.0,Man of the House (1995),Comedy
272,5.0,275.0,Mixed Nuts (1994),Comedy
273,4.0,276.0,Milk Money (1994),Comedy|Romance
274,4.0,277.0,Miracle on 34th Street (1994),Drama
275,5.0,278.0,Miami Rhapsody (1995),Comedy
276,5.0,279.0,My Family (1995),Drama
277,4.0,280.0,Murder in the First (1995),Drama|Thriller
278,5.0,281.0,Nobody's Fool (1994),Comedy|Drama|Romance
279,4.0,282.0,Nell (1994),Drama
280,4.0,283.0,New Jersey Drive (1995),Crime|Drama
281,3.0,284.0,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime
282,5.0,285.0,Beyond Bedlam (1993),Drama|Horror
283,3.0,286.0,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller
284,2.0,287.0,Nina Takes a Lover (1994),Comedy|Romance
285,4.0,288.0,Natural Born Killers (1994),Action|Crime|Thriller
286,5.0,289.0,Only You (1994),Comedy|Romance
287,5.0,290.0,Once Were Warriors (1994),Crime|Drama
288,5.0,291.0,Poison Ivy II (1996),Drama|Thriller
289,4.0,292.0,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
290,4.0,293.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
291,5.0,294.0,"Perez Family, The (1995)",Comedy|Romance
292,5.0,295.0,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
293,5.0,296.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
294,5.0,297.0,Panther (1995),Drama
295,5.0,298.0,Pushing Hands (Tui shou) (1992),Drama
296,4.0,299.0,Priest (1994),Drama
297,4.0,300.0,Quiz Show (1994),Drama
298,5.0,301.0,Picture Bride (Bijo photo) (1994),Drama|Romance
299,5.0,302.0,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
300,5.0,303.0,"Quick and the Dead, The (1995)",Action|Thriller|Western
301,3.0,304.0,Roommates (1995),Comedy|Drama
302,3.0,305.0,Ready to Wear (Pret-A-Porter) (1994),Comedy
303,5.0,306.0,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
304,5.0,307.0,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
305,5.0,308.0,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
306,5.0,309.0,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama
307,5.0,310.0,Rent-a-Kid (1995),Comedy
308,5.0,311.0,Relative Fear (1994),Horror|Thriller
309,5.0,312.0,Stuart Saves His Family (1995),Comedy
310,5.0,313.0,"Swan Princess, The (1994)",Animation|Children
311,5.0,314.0,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
312,5.0,315.0,"Specialist, The (1994)",Action|Drama|Thriller
313,4.0,316.0,Stargate (1994),Action|Adventure|Sci-Fi
314,5.0,317.0,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
315,5.0,318.0,"Shawshank Redemption, The (1994)",Crime|Drama
316,2.0,319.0,Shallow Grave (1994),Comedy|Drama|Thriller
317,5.0,320.0,Suture (1993),Film-Noir|Thriller
318,4.0,321.0,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
319,5.0,322.0,Swimming with Sharks (1995),Comedy|Drama
320,3.0,324.0,"Sum of Us, The (1994)",Comedy|Drama
321,4.0,325.0,National Lampoon's Senior Trip (1995),Comedy
322,4.0,326.0,To Live (Huozhe) (1994),Drama
323,5.0,327.0,Tank Girl (1995),Action|Comedy|Sci-Fi
324,3.0,328.0,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
325,4.0,329.0,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
326,5.0,330.0,Tales from the Hood (1995),Action|Crime|Horror
327,5.0,331.0,Tom & Viv (1994),Drama
328,4.0,332.0,Village of the Damned (1995),Horror|Sci-Fi
329,3.0,333.0,Tommy Boy (1995),Comedy
330,4.0,334.0,Vanya on 42nd Street (1994),Drama
331,4.0,335.0,Underneath (1995),Mystery|Thriller
332,4.0,336.0,"Walking Dead, The (1995)",Drama|War
333,4.0,337.0,What's Eating Gilbert Grape (1993),Drama
334,4.0,338.0,Virtuosity (1995),Action|Sci-Fi|Thriller
335,5.0,339.0,While You Were Sleeping (1995),Comedy|Romance
336,4.0,340.0,"War, The (1994)",Adventure|Drama|War
337,4.0,341.0,Double Happiness (1994),Drama
338,3.0,342.0,Muriel's Wedding (1994),Comedy
339,3.0,343.0,"Baby-Sitters Club, The (1995)",Children
340,5.0,344.0,Ace Ventura: Pet Detective (1994),Comedy
341,4.0,345.0,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
342,4.0,346.0,Backbeat (1993),Drama|Musical
343,5.0,347.0,Bitter Moon (1992),Drama|Film-Noir|Romance
344,4.0,348.0,Bullets Over Broadway (1994),Comedy
345,4.0,349.0,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
346,5.0,350.0,"Client, The (1994)",Drama|Mystery|Thriller
347,3.0,351.0,"Corrina, Corrina (1994)",Comedy|Drama|Romance
348,3.0,352.0,Crooklyn (1994),Comedy|Drama
349,4.0,353.0,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
350,4.0,354.0,Cobb (1994),Drama
351,4.0,355.0,"Flintstones, The (1994)",Children|Comedy|Fantasy
352,5.0,356.0,Forrest Gump (1994),Comedy|Drama|Romance|War
353,3.0,357.0,Four Weddings and a Funeral (1994),Comedy|Romance
354,4.0,358.0,Higher Learning (1995),Drama
355,5.0,359.0,I Like It Like That (1994),Comedy|Drama|Romance
356,5.0,360.0,I Love Trouble (1994),Action|Comedy
357,4.0,361.0,It Could Happen to You (1994),Comedy|Drama|Romance
358,5.0,362.0,"Jungle Book, The (1994)",Adventure|Children|Romance
359,5.0,363.0,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
360,4.0,364.0,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
361,5.0,365.0,Little Buddha (1993),Drama
362,4.0,366.0,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
363,5.0,367.0,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
364,4.0,368.0,Maverick (1994),Adventure|Comedy|Western
365,4.0,369.0,Mrs. Parker and the Vicious Circle (1994),Drama
366,4.0,370.0,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
367,4.0,371.0,"Paper, The (1994)",Comedy|Drama
368,5.0,372.0,Reality Bites (1994),Comedy|Drama|Romance
369,4.0,373.0,Red Rock West (1992),Thriller
370,4.0,374.0,Richie Rich (1994),Children|Comedy
371,5.0,375.0,Safe Passage (1994),Drama
372,4.0,376.0,"River Wild, The (1994)",Action|Thriller
373,4.0,377.0,Speed (1994),Action|Romance|Thriller
374,4.0,378.0,Speechless (1994),Comedy|Romance
375,5.0,379.0,Timecop (1994),Action|Sci-Fi|Thriller
376,4.0,380.0,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
377,3.0,381.0,When a Man Loves a Woman (1994),Drama|Romance
378,4.0,382.0,Wolf (1994),Drama|Horror|Romance|Thriller
379,3.0,383.0,Wyatt Earp (1994),Western
380,1.0,384.0,Bad Company (1995),Action|Crime|Drama
381,4.0,385.0,"Man of No Importance, A (1994)",Drama
382,3.0,386.0,S.F.W. (1994),Drama
383,5.0,387.0,"Low Down Dirty Shame, A (1994)",Action|Comedy
384,3.0,388.0,Boys Life (1995),Drama
385,4.0,389.0,"Colonel Chabert, Le (1994)",Drama|Romance|War
386,4.0,390.0,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
387,5.0,391.0,Jason's Lyric (1994),Crime|Drama
388,4.0,392.0,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation
389,3.0,393.0,Street Fighter (1994),Action|Adventure|Fantasy
390,1.0,394.0,Coldblooded (1995),Comedy
391,3.0,395.0,Desert Winds (1995),Drama|Fantasy|Romance
392,3.0,396.0,Fall Time (1995),Drama
393,4.0,397.0,"Fear, The (1995)",Horror
394,1.0,398.0,Frank and Ollie (1995),Documentary
395,4.0,399.0,Girl in the Cadillac (1995),Drama
396,3.0,400.0,Homage (1995),Drama
397,5.0,401.0,Mirage (1995),Action|Thriller
398,4.0,402.0,Open Season (1996),Comedy
399,4.0,403.0,Two Crimes (Dos crímenes) (1995),Comedy|Crime|Drama
400,5.0,404.0,Brother Minister: The Assassination of Malcolm X (1994),Documentary
401,5.0,405.0,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
402,4.0,406.0,Federal Hill (1994),Drama
403,4.0,407.0,In the Mouth of Madness (1995),Horror|Thriller
404,3.0,408.0,8 Seconds (1994),Drama
405,5.0,409.0,Above the Rim (1994),Crime|Drama
406,3.0,410.0,Addams Family Values (1993),Children|Comedy|Fantasy
407,3.0,411.0,Martin Lawrence: You So Crazy (1994),Comedy|Documentary
408,4.0,412.0,"Age of Innocence, The (1993)",Drama
409,5.0,413.0,Airheads (1994),Comedy
410,4.0,414.0,"Air Up There, The (1994)",Comedy
411,4.0,415.0,Another Stakeout (1993),Comedy|Thriller
412,4.0,416.0,Bad Girls (1994),Western
413,5.0,417.0,Barcelona (1994),Comedy|Romance
414,5.0,418.0,Being Human (1993),Drama
415,2.0,419.0,"Beverly Hillbillies, The (1993)",Comedy
416,5.0,420.0,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
417,5.0,421.0,Black Beauty (1994),Adventure|Children|Drama
418,4.0,422.0,Blink (1994),Thriller
419,4.0,423.0,Blown Away (1994),Action|Thriller
420,4.0,424.0,Blue Chips (1994),Drama
421,4.0,425.0,Blue Sky (1994),Drama|Romance
422,5.0,426.0,Body Snatchers (1993),Horror|Sci-Fi|Thriller
423,3.0,427.0,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
424,4.0,428.0,"Bronx Tale, A (1993)",Drama
425,3.0,429.0,Cabin Boy (1994),Comedy
426,1.0,430.0,Calendar Girl (1993),Comedy|Drama
427,3.0,431.0,Carlito's Way (1993),Crime|Drama
428,3.0,432.0,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
429,4.0,433.0,Clean Slate (1994),Comedy
430,4.0,434.0,Cliffhanger (1993),Action|Adventure|Thriller
431,3.0,435.0,Coneheads (1993),Comedy|Sci-Fi
